"CARRERA,C,3","PLAN,C,2","ACTA,C,5","ORDEN,C,2","LIBRO,C,5","MATERIA,C,3","TURNO,C,1","CATEDRA,C,1","FECH_ACTA,D","PROCES,L","FECPRO,D","INSCR,N,2,0","AUSENT,N,2,0","EXAMIN,N,2,0","SOBRES,N,2,0","DISTIN,N,2,0","BUENO,N,2,0","SUFIC,N,2,0","INSUF,N,2,0","REPROB,N,2,0","NOCORR,N,2,0","RECLIB,C,5","RECACT,C,5","OBSERV,M"
461,86,66920,,    1,013,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,66930,,    1,013,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,66940,,    1,013,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,66950,,    1,013,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,66960,,    1,013,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,66970,,    1,013,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,66980,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,66990,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67000,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67010,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67020,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67030,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67040,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67050,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67060,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67070,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67080,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67090,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67100,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67110,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67120,,    1,074,2,,03/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,67190,,    1,043,2,,03/10/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,67310,,    1,062,2,,03/10/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67690,,    1,043,4,,12/06/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,67700,,    1,043,4,,12/06/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,67930,,    1,025,2,,03/11/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,68220,,    1,050,4,,12/10/1993,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,68230,,    1,050,3,,12/10/1993,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,68330,,    1,158,4,,12/06/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,68680,,    1,069,2,,03/12/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,35841,,    1,073,2,,03/14/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,35881,,    1,088,2,,03/14/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,35882,,    1,088,2,,03/14/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,68422,,    1,022,2,B,03/12/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,65574,,    1,041,2,,03/04/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
411,86,69040,,    1,102,1,,03/14/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,69650,,    1,064,2,,03/14/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,69670,,    1,109,2,,03/14/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,69730,,    1,033,2,,03/15/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,69351,,    1,015,2,,03/14/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,69641,,    1,052,2,,03/14/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,69642,,    1,052,2,,03/14/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,70080,,    1,043,4,,03/19/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,58131,,    1,022,2,,12/13/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,50601,,    1,022,1,,11/29/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,70570,,    1,102,4,,04/09/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,70580,,    1,102,4,,04/09/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,70590,,    1,102,4,,04/09/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,70630,,    1,082,4,,12/06/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,70650,,    1,843,4,,12/06/1995,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,70660,,    1,843,4,,12/06/1995,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,70670,,    1,843,4,,12/06/1995,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
481,86,70770,,    1,018,1,,12/19/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,70950,,    1,005,3,,12/06/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,71010,,    1,050,4,,12/06/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,71030,,    1,003,4,,12/06/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,71120,,    1,048,3,,11/28/1995,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,71260,,    1,042,4,,07/28/1993,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,71340,,    1,008,4,,11/03/1991,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,71510,,    1,102,4,,03/27/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,71540,,    1,127,4,,12/06/1995,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,86,71760,,    1,015,1,,05/19/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,71860,,    1,018,1,,05/19/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,72070,,    1,209,4,,12/06/1994,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,72510,,    1,003,3,,12/06/1993,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,72670,,    1,037,1,,05/21/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,72910,,    1,069,1,,05/21/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,72491,,    1,074,1,,05/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,73200,,    1,031,1,,05/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
411,86,73520,,    1,011,1,,05/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,73710,,    1,040,1,,05/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,73860,,    1,049,3,,12/09/1994,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,74120,,    1,017,4,,12/06/1995,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,74160,,    1,065,4,,03/08/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,74180,,    1,036,1,,05/21/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,74200,,    1,048,4,,11/24/1995,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,74460,,    1,127,3,,12/09/1995,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,74540,,    1,057,3,,07/28/1995,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,74800,,    1,025,4,,11/30/1995,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,74810,,    1,102,4,,03/27/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,74850,,    1,073,1,,07/28/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,74910,,    1,057,1,,07/28/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,74990,,    1,007,1,,07/28/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,75010,,    1,007,1,,07/28/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,75020,,    1,007,1,,07/28/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,75290,,    1,090,1,,07/28/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,75350,,    1,041,1,,07/29/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,75460,,    1,041,1,,07/29/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,86,75500,,    1,041,1,,07/29/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,86,75510,,    1,083,1,,07/29/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,75540,,    1,083,1,,07/29/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,75610,,    1,224,1,,07/29/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,75640,,    1,001,1,,07/29/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,75650,,    1,001,1,,07/29/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,75660,,    1,001,1,,07/29/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,75750,,    1,046,1,,07/29/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,75880,,    1,020,1,,07/30/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,75890,,    1,061,1,,07/30/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,76210,,    1,011,1,A,11/26/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,76280,,    1,006,1,,07/31/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,76300,,    1,042,1,,07/31/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
428,86,76590,,    1,043,4,,11/06/1990,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,76680,,    1,102,1,,08/01/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
411,86,76690,,    1,012,1,,08/01/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
411,86,76700,,    1,015,1,,08/01/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,76710,,    1,020,1,,08/01/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,76810,,    1,070,1,,08/01/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,78,77120,,    1,025,1,,08/04/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,78,77130,,    1,050,1,,08/04/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,86,77150,,    1,050,1,,08/04/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,77170,,    1,050,1,,08/04/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,77190,,    1,011,1,,08/04/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,77220,,    1,050,1,,08/04/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,77230,,    1,062,1,,08/04/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,77290,,    1,069,1,,08/04/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,77370,,    1,816,1,,08/04/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,77420,,    1,060,1,,08/05/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,77440,,    1,071,1,,08/05/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,78,77490,,    1,002,1,,08/05/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,77530,,    1,033,1,,08/05/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,77560,,    1,019,1,,08/05/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,77580,,    1,032,1,,08/05/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,77590,,    1,033,1,,08/05/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,77770,,    1,051,1,,08/05/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,77800,,    1,072,4,,08/01/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,77890,,    1,058,1,,08/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,77920,,    1,034,1,,08/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,77930,,    1,040,1,,08/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,77970,,    1,064,1,,08/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,77980,,    1,068,1,,08/06/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,77361,,    1,163,2,,08/04/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,78380,,    1,031,1,,08/07/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,78400,,    1,078,1,,08/07/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,78410,,    1,015,1,,08/07/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,78420,,    1,032,1,,08/07/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,86,78440,,    1,134,1,,08/07/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,78470,,    1,116,1,,08/07/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,78480,,    1,030,1,,08/07/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,78490,,    1,060,1,,08/07/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,78500,,    1,072,1,,08/07/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,78510,,    1,206,1,,08/07/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,78610,,    1,201,1,,08/07/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,78630,,    1,051,4,,12/13/1995,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,78,78680,,    1,025,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,86,78690,,    1,051,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,78,78720,,    1,025,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,78,78730,,    1,031,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,78,78740,,    1,044,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,78750,,    1,057,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,78760,,    1,205,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,78770,,    1,044,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,78780,,    1,052,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,78900,,    1,053,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,78920,,    1,072,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,78960,,    1,118,1,,08/08/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,79220,,    1,200,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,79230,,    1,200,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,79340,,    1,026,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,79400,,    1,065,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,79440,,    1,074,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,79480,,    1,263,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,79510,,    1,268,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
411,86,79580,,    1,024,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
411,86,79600,,    1,029,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
411,86,79630,,    1,148,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
428,86,79710,,    1,041,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
428,86,79730,,    1,043,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,86,79830,,    1,216,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,86,79840,,    1,219,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,86,79860,,    1,240,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,79980,,    1,020,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,79990,,    1,025,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,80010,,    1,068,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,80060,,    1,107,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,80100,,    1,239,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
448,93,80140,,    1,041,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
448,93,80160,,    1,043,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,80220,,    1,049,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,80250,,    1,214,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,80260,,    1,218,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80270,,    1,001,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80280,,    1,001,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80370,,    1,003,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80380,,    1,003,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80390,,    1,013,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80400,,    1,052,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80540,,    1,201,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80580,,    1,816,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80590,,    1,850,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
468,86,80600,,    1,041,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
468,86,80620,,    1,043,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80680,,    1,048,4,,02/21/1991,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
411,86,79601,,    1,029,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
411,86,79602,,    1,029,4,,08/20/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
468,86,80780,,    1,050,4,,08/28/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80860,,    1,003,4,,12/10/1991,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,80870,,    1,003,4,,11/26/1990,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,80990,,    1,223,4,,07/24/1996,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81030,,    1,102,3,,03/31/1993,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81080,,    1,175,4,,09/10/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,86,81130,,    1,053,4,,09/11/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81210,,    1,237,4,,06/11/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,81300,,    1,001,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,81310,,    1,053,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,81320,,    1,060,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,81330,,    1,073,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
408,86,81340,,    1,041,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
411,86,81350,,    1,148,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
418,86,81360,,    1,041,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,81370,,    1,001,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,81380,,    1,012,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,81390,,    1,017,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,81400,,    1,018,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,81410,,    1,022,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
428,86,81430,,    1,041,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,86,81440,,    1,001,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,81450,,    1,001,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,81460,,    1,004,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,81480,,    1,055,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,81490,,    1,083,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,81500,,    1,084,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,81510,,    1,231,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
448,86,81520,,    1,041,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,81530,,    1,001,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,81540,,    1,013,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,81550,,    1,018,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,81560,,    1,041,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,81570,,    1,048,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,81580,,    1,102,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
451,86,81590,,    1,224,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
458,86,81600,,    1,041,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,78,81610,,    1,007,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81620,,    1,001,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81630,,    1,003,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81640,,    1,003,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81650,,    1,003,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81660,,    1,003,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81670,,    1,003,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81690,,    1,015,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81700,,    1,015,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81710,,    1,015,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81720,,    1,015,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81740,,    1,039,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81750,,    1,039,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81760,,    1,063,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81770,,    1,090,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81780,,    1,102,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81790,,    1,102,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81800,,    1,102,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81810,,    1,102,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
461,86,81820,,    1,803,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
468,86,81830,,    1,041,1,,09/22/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,81850,,    1,012,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,81860,,    1,017,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
401,86,81870,,    1,063,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
408,86,81880,,    1,042,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
411,86,81890,,    1,046,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
418,86,81900,,    1,042,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,81910,,    1,011,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
421,86,81930,,    1,052,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
428,86,81940,,    1,042,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,81950,,    1,013,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,81960,,    1,019,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
441,93,81970,,    1,020,1,,09/23/1997,FALSE,,0,0,0,0,0,0,0,0,0,0,,,
